coding_item_id,actor_code,actor_id,element_code,element_id,time_slice_id,cutoff_date,reference_statement,fact_ids,link_roles,fact_count,fragment_count,recorded_independence_groups,recorded_group_count,disputed_fact_count
3f4dc104-40c7-59db-ad5c-61f8a80232bc,KZ.ZHANAOZEN.ACTOR.GU04,744feea3-d4d4-5a3c-9d65-394894389e67,KZ.ZHANAOZEN.ELEMENT.E05,728c8406-ba99-5787-9557-933b5670be7c,434c73fa-abfb-54f1-85cf-821431bf098b,2011-12-15,"Существующие механизмы представительства, переговоров и коллективных действий обеспечивают достаточный доступ к выражению и согласованию интересов.",daaf4605-8aa1-5463-876d-e32f561a0e1c;db691c24-5aa1-56b2-bc8a-da33ad1370ba,PRIMARY_SUPPORT;SECONDARY_SUPPORT,2,2,IG-AZATTYQ;IG-LADA,2,0
2c58ce09-3654-5a87-89be-4b1953f467c7,KZ.ZHANAOZEN.ACTOR.GU05,d803888d-ec24-5c7e-905b-96f88d01c36f,KZ.ZHANAOZEN.ELEMENT.E02,74872afd-9303-5d0f-a70a-d5fe7154645c,434c73fa-abfb-54f1-85cf-821431bf098b,2011-12-15,Существующий порядок оплаты и социальных гарантий работников нефтегазового сектора является приемлемым и не требует существенного изменения.,6f26acf1-03dd-5731-a626-2c2c558b58cd;9c6e13cb-60e5-595e-95ad-38ea95dc9f6e;e00f9759-43f9-57a6-932c-412c24dc14ea,PRIMARY_SUPPORT;SECONDARY_SUPPORT,3,3,IG-EURASIANET;IG-KMG-EP,2,0
5e3146aa-0dfd-5be2-8f8d-39b94edee3ff,KZ.ZHANAOZEN.ACTOR.GU05,d803888d-ec24-5c7e-905b-96f88d01c36f,KZ.ZHANAOZEN.ELEMENT.E04,2fecb360-274b-55da-a7d4-6020a87de286,434c73fa-abfb-54f1-85cf-821431bf098b,2011-12-15,Существующий доступ местных жителей к нефтегазовым рабочим местам достаточен и не требует существенного расширения.,3a9fb283-1682-5dd5-9987-3efd5d5d95d7;8591081b-af72-50fe-b017-c26625baacb1;abecfa8f-31bb-57f0-8a9e-2496e9416609,PRIMARY_SUPPORT;SECONDARY_SUPPORT,3,3,IG-AZATTYQ;IG-LADA,2,0
28161a20-6dd9-525b-97a0-10787a4ba0da,KZ.ZHANAOZEN.ACTOR.GU05,d803888d-ec24-5c7e-905b-96f88d01c36f,KZ.ZHANAOZEN.ELEMENT.E05,728c8406-ba99-5787-9557-933b5670be7c,434c73fa-abfb-54f1-85cf-821431bf098b,2011-12-15,"Существующие механизмы представительства, переговоров и коллективных действий обеспечивают достаточный доступ к выражению и согласованию интересов.",3a9fb283-1682-5dd5-9987-3efd5d5d95d7;8e94c834-42cf-5db0-8374-f132cb90ee23;9f1fb708-d088-54a8-a5a1-31eea61a4cfa,PRIMARY_SUPPORT;SECONDARY_SUPPORT,3,3,IG-AZATTYQ;IG-LADA,2,0
3c17560c-c6c6-5133-82f5-19b451c4e836,KZ.ZHANAOZEN.ACTOR.GU06,73e1643f-34d5-537d-8f78-bdf15c3b7c35,KZ.ZHANAOZEN.ELEMENT.E04,2fecb360-274b-55da-a7d4-6020a87de286,434c73fa-abfb-54f1-85cf-821431bf098b,2011-12-15,Существующий доступ местных жителей к нефтегазовым рабочим местам достаточен и не требует существенного расширения.,0f18d263-ce86-518e-b82d-3e64fea680b3;483c0c71-c46e-5bd7-9a90-f71921f10e62;8591081b-af72-50fe-b017-c26625baacb1;94255747-5c61-51a9-892f-6a8d17cb3dee,PRIMARY_SUPPORT;SECONDARY_SUPPORT,4,4,IG-LADA;IG-RFERL,2,0
451a0d8c-ddec-5395-b631-24323628eb69,KZ.ZHANAOZEN.ACTOR.GU06,73e1643f-34d5-537d-8f78-bdf15c3b7c35,KZ.ZHANAOZEN.ELEMENT.E05,728c8406-ba99-5787-9557-933b5670be7c,434c73fa-abfb-54f1-85cf-821431bf098b,2011-12-15,"Существующие механизмы представительства, переговоров и коллективных действий обеспечивают достаточный доступ к выражению и согласованию интересов.",c33f32e5-3a0f-5d8e-a5f4-a565a53d24cc;d5f30f73-7ddd-55a5-a929-fe61c69b573b;daaf4605-8aa1-5463-876d-e32f561a0e1c;fa48d318-8754-5ee6-9880-b67273843e9a,PRIMARY_SUPPORT;SECONDARY_SUPPORT,4,4,IG-AZATTYQ-2011-11-24;IG-LADA,2,0
a6f0883a-d5fc-521b-8662-1c160fded750,KZ.ZHANAOZEN.ACTOR.GU07,fd80f79b-7c39-58db-b122-7245b77ff0c5,KZ.ZHANAOZEN.ELEMENT.E04,2fecb360-274b-55da-a7d4-6020a87de286,434c73fa-abfb-54f1-85cf-821431bf098b,2011-12-15,Существующий доступ местных жителей к нефтегазовым рабочим местам достаточен и не требует существенного расширения.,296ee01f-8379-5e8a-8cfb-d8b4b5e2deb0;8591081b-af72-50fe-b017-c26625baacb1;fa48d318-8754-5ee6-9880-b67273843e9a,PRIMARY_SUPPORT;SECONDARY_SUPPORT,3,3,IG-LADA;IG-TENGRINEWS,2,0
e32ebf92-ffa3-51da-b933-b10a9c0ba8df,KZ.ZHANAOZEN.ACTOR.GU07,fd80f79b-7c39-58db-b122-7245b77ff0c5,KZ.ZHANAOZEN.ELEMENT.E05,728c8406-ba99-5787-9557-933b5670be7c,434c73fa-abfb-54f1-85cf-821431bf098b,2011-12-15,"Существующие механизмы представительства, переговоров и коллективных действий обеспечивают достаточный доступ к выражению и согласованию интересов.",78001daa-0cc5-5388-84c0-eb2306e5b816;8e94c834-42cf-5db0-8374-f132cb90ee23;daaf4605-8aa1-5463-876d-e32f561a0e1c;fa48d318-8754-5ee6-9880-b67273843e9a,PRIMARY_SUPPORT;SECONDARY_SUPPORT,4,4,IG-LADA;IG-TENGRINEWS,2,0
d0c7e8eb-6859-55ff-921a-f2e43e8f03d0,KZ.ZHANAOZEN.ACTOR.GU08,6782018f-1868-5aa7-b40e-fb5ad11269ca,KZ.ZHANAOZEN.ELEMENT.E05,728c8406-ba99-5787-9557-933b5670be7c,434c73fa-abfb-54f1-85cf-821431bf098b,2011-12-15,"Существующие механизмы представительства, переговоров и коллективных действий обеспечивают достаточный доступ к выражению и согласованию интересов.",064c967c-2147-5961-9bec-919fa695ef01;5f708929-3f45-50d7-820d-2a72b84f83de;e1bc2da7-5d64-5a43-b6ab-5ee9eea97b43,PRIMARY_SUPPORT;SECONDARY_SUPPORT,3,3,IG-KZ-OSCE;IG-RFERL,2,0
79748746-11e6-506c-82d5-bc5fe877beb0,KZ.ZHANAOZEN.ACTOR.GU08,6782018f-1868-5aa7-b40e-fb5ad11269ca,KZ.ZHANAOZEN.ELEMENT.E06,0ca209e6-ca1a-5751-b27e-cbd0d180ffa9,434c73fa-abfb-54f1-85cf-821431bf098b,2011-12-15,Существующие правоохранительные и судебные процедуры реагирования на трудовой конфликт достаточны и соразмерны с точки зрения данного актора.,5f708929-3f45-50d7-820d-2a72b84f83de;6c268a9d-0b29-5274-98d2-6d3008ff459b;e1bc2da7-5d64-5a43-b6ab-5ee9eea97b43,PRIMARY_SUPPORT;SECONDARY_SUPPORT,3,3,IG-KZ-OSCE;IG-RFERL,2,0
