fact_id,fact_status,fact_type,fact_statement,fact_time_start,fact_time_end,fact_fragment_link_id,relation,fragment_id,exact_text,fragment_hash,fragment_hash_matches,document_version_id,publication_date,publication_date_precision,captured_at,is_after_cutoff,content_hash,capture_locator,document_id,document_title,source_id,publisher,independence_group,source_url
6c268a9d-0b29-5274-98d2-6d3008ff459b,PROVISIONAL,OFFICIAL_CLAIM,"Генеральная прокуратура заявила, что действия полиции в Актау были законными.",2011-06-06,2011-06-06,3375e9a8-4315-5451-a505-e354314c36b3,SUPPORTS,b344006d-0950-57af-b0e7-60eb7b4f5217,police action in Aqtau was legal,e90581178df54e8aa90d72fcbe9c488fa57139002797126a3014ebeff56c1340,True,3186a5ae-1c7c-5570-90e6-f6a68b938f59,2011-06-06,DAY,46258.5,False,e1b888b372abc06b8fa68b255b94951d1b07d0cf09b56418bac38119a618c86c,zhanaozen_v4_2011_evidence_captures/D05_c5f122b3_capture.txt,c5f122b3-33f5-58bf-9c14-4d6f79657a59,Two Hospitalized After Oil-Worker Protest In Western Kazakhstan,ddeaf877-0282-52a2-898a-311bd154a72b,RFE/RL,IG-RFERL,https://www.rferl.org/a/kazakhstan_oil_workers_protests/24221366.html
db691c24-5aa1-56b2-bc8a-da33ad1370ba,PROVISIONAL,OBSERVED_EVENT,В июле нефтяники и часть жителей несколько дней находились на площади в Жанаозене.,2011-07-11,2011-07-11,fc45dc13-eec5-5d41-8a2d-cf7568a5550e,SUPPORTS,d1067ad6-51d6-5a42-b6ea-8cf74c4fd71c,мұнайшылар мен қала халқы бірнеше күн алаңда түнеді,09c5ced1e64fcfd9a723ca63cba4eeca4827045e8da09294f02acf025e97cc81,True,bb5c161c-2e58-55b9-abaf-a92a634ebf37,2011-07-11,DAY,46258.5,False,2b8dab7dff1adf0e64cbb01873a751dc429d608ba48ce38963350d8b4572c3a3,zhanaozen_v4_2011_evidence_captures/D06_a09bab6c_capture.txt,a09bab6c-8f4c-5fa9-8a01-38cc05d7724c,Жаңаөзендегі мұнайшылар наразылығына туыстары қосылды,8872ed80-7dfe-5761-a8a7-5cb6a64dcec4,Azattyq,IG-AZATTYQ,https://www.azattyq.org/a/kazakhstan_zhangaozen_strike_oil_undustry_workers/24261582.html
383912e2-0c73-50c3-8c3d-499ef9de82e8,PROVISIONAL,OBSERVED_EVENT,Азаттык сообщил о силовом разгоне голодающих у УОС-5.,2011-07-11,2011-07-11,ca930cf7-1b70-5d29-b7a4-8e89314b344f,SUPPORTS,563b5a98-093d-5d40-8488-c4e5dc324f9a,полиция күштеп таратты,569e7d109cf7f5dd873cc6c610513b567388e808f9d8d0e434057cf04032841a,True,bb5c161c-2e58-55b9-abaf-a92a634ebf37,2011-07-11,DAY,46258.5,False,2b8dab7dff1adf0e64cbb01873a751dc429d608ba48ce38963350d8b4572c3a3,zhanaozen_v4_2011_evidence_captures/D06_a09bab6c_capture.txt,a09bab6c-8f4c-5fa9-8a01-38cc05d7724c,Жаңаөзендегі мұнайшылар наразылығына туыстары қосылды,8872ed80-7dfe-5761-a8a7-5cb6a64dcec4,Azattyq,IG-AZATTYQ,https://www.azattyq.org/a/kazakhstan_zhangaozen_strike_oil_undustry_workers/24261582.html
bda3f514-beea-5126-92aa-89fc4824f075,PROVISIONAL,OFFICIAL_CLAIM,"РД КМГ сообщила, что к 27 июля были уволены 373 работника ОзенМунайГаза.",2011-07-27,2011-07-27,cf33b0a6-3213-59f5-aebe-ad9a3684d991,SUPPORTS,1877b2a5-6cb1-555e-8011-29f2daf9f8c6,были уволены 373 человека,88ad128b632d8f0efbbb3eac74bb5814694d0966154a544e70e45e7e891445f9,True,3dcd5aa1-e2a9-5dd9-a2d9-992f9c80e835,2011-07-28,DAY,46258.5,False,778d61386dbfd8044eab009c204df0e0744bf90781898c4484d79d284fbadaa6,zhanaozen_v4_2011_evidence_captures/D07_d8d0cc9f_capture.txt,d8d0cc9f-2091-5c78-8ac9-27ff273d274a,Суд над юристом нефтяников проходит закрыто,ab02c333-f700-53c9-bf0e-e499b8152447,Azattyq,IG-AZATTYQ,https://rus.azattyq.org/a/oil_workers_strike_kazakhstan/24279930.html
fd69ed6e-d7ee-5dd2-a058-f10f0dac7429,PROVISIONAL,OFFICIAL_CLAIM,РД КМГ сообщила о примерно 3400 резюме жителей региона на освободившиеся рабочие места.,2011-07-28,2011-07-28,73866456-884b-5cac-9940-3eb5b47f51fc,SUPPORTS,facfa6e5-5707-5d1f-8a9e-a2386955211e,"около 3400 резюме, поступивших от жителей региона",1333917bcc2659c501abac889b49c63c9fb7fae365bb1990586f8d7ba7bcb56e,True,3dcd5aa1-e2a9-5dd9-a2d9-992f9c80e835,2011-07-28,DAY,46258.5,False,778d61386dbfd8044eab009c204df0e0744bf90781898c4484d79d284fbadaa6,zhanaozen_v4_2011_evidence_captures/D07_d8d0cc9f_capture.txt,d8d0cc9f-2091-5c78-8ac9-27ff273d274a,Суд над юристом нефтяников проходит закрыто,ab02c333-f700-53c9-bf0e-e499b8152447,Azattyq,IG-AZATTYQ,https://rus.azattyq.org/a/oil_workers_strike_kazakhstan/24279930.html
6a2fcd1f-8432-5d05-8116-1f68cc31ed34,PROVISIONAL,EXPERT_INTERPRETATION,Amnesty International сообщила об участии тысяч нефтяников в забастовках и протестах.,2011-07-22,2011-07-22,510e4b0e-818f-51cc-afae-c3ce1c32d8b1,SUPPORTS,52c484be-f283-5d09-862b-ba24df4fa15e,thousands of oil industry workers in south-west Kazakhstan,bd28659c955d52f4f927f29da20fff0b4069340cd2fb13cbc3b5b33d8f69d5e3,True,0efd353a-191f-5adf-a6ac-152776e3fcc0,2011-07-22,DAY,46258.5,False,062fba841416c97a5bbe83b3e44bbbc27d2275978e1f172102305f2f0afaa813,zhanaozen_v4_2011_evidence_captures/D08_f5f60829_capture.txt,f5f60829-717b-5ac5-b0c2-706a9149166d,Kazakhstan: Authorities urged to protect rights of protesting oil workers in the south-west of country,342b110f-efa6-516d-bb55-4e1b09c1bf48,Amnesty International,IG-AMNESTY,https://www.amnesty.org/fr/wp-content/uploads/2021/07/eur570042011en.pdf
08f78cea-bfce-5bc4-85fd-6bdd55eb72e3,PROVISIONAL,EXPERT_INTERPRETATION,Amnesty International описала предмет споров как оплату труда и условия работы.,2011-07-22,2011-07-22,088ee797-f8ec-5229-8588-b1cf91a37bce,SUPPORTS,d43a6ce1-65cf-5b3c-a7b2-ed411c3d5063,following disputes around pay and working conditions,34ac78101e4e6bc94eb6968531cf0c8506d77064c69a73277d2c64565c9ce221,True,0efd353a-191f-5adf-a6ac-152776e3fcc0,2011-07-22,DAY,46258.5,False,062fba841416c97a5bbe83b3e44bbbc27d2275978e1f172102305f2f0afaa813,zhanaozen_v4_2011_evidence_captures/D08_f5f60829_capture.txt,f5f60829-717b-5ac5-b0c2-706a9149166d,Kazakhstan: Authorities urged to protect rights of protesting oil workers in the south-west of country,342b110f-efa6-516d-bb55-4e1b09c1bf48,Amnesty International,IG-AMNESTY,https://www.amnesty.org/fr/wp-content/uploads/2021/07/eur570042011en.pdf
5f708929-3f45-50d7-820d-2a72b84f83de,PROVISIONAL,OBSERVED_EVENT,Наталья Соколова в августе 2011 года была приговорена к шести годам лишения свободы.,2011-08-08,2011-08-08,e096e9bc-09b3-5cf7-a598-e1cff13ad4a7,SUPPORTS,82d1bacf-3ed4-5b42-9d8c-7ee7cd105e94,sentenced to six years in jail,801c305068af1eba96cc54ba1006f05bb94bc72ca2f18555a94eeacac2f722c8,True,f8c37ae0-cf47-50e7-844e-117d0da2d1e8,2011-08-08,DAY,46258.5,False,c77d2581a452587eecaee70c4ee5956d181d12e681094ad1ae78b8bad632c465,zhanaozen_v4_2011_evidence_captures/D09_36796596_capture.txt,36796596-76fc-5e5c-b702-0627641d54e8,Striking Kazakh Oil Workers' Lawyer Gets Six-Year Jail Term,bec0db84-f828-51e3-a57c-03b36e0655c5,RFE/RL,IG-RFERL,https://www.rferl.org/a/striking_kazakh_oil_workers_lawyer_gets_six_year_jail_term/24290769.html
5f708929-3f45-50d7-820d-2a72b84f83de,PROVISIONAL,OBSERVED_EVENT,Наталья Соколова в августе 2011 года была приговорена к шести годам лишения свободы.,2011-08-08,2011-08-08,6530b92f-e4d5-514d-a0e0-0640a25587a6,SUPPORTS,150704f4-c65a-50f4-b758-b9b456f909ff,Natalya Sokolova was sentenced to six years of imprisonment,20167c0443bca4fe1ca09d3851f8e0cec3d3c9eb9d009796e0842abda2a3a937,True,26b9e671-5e1e-5460-a80c-2e803ca81ba6,2011-11-03,DAY,46258.5,False,10c08f6e82a6adea0332429661d8abdab06f1d7a5b2d5b3db40107d2c83bb13d,zhanaozen_v4_2011_evidence_captures/D20_2d26ce81_capture.txt,2d26ce81-e4f8-5e97-abea-e761ae250515,Response concerning Natalya Sokolova and striking employees in Mangistau,7197119d-d545-5cf2-9b85-a5212d3436c9,Delegation of Kazakhstan to the OSCE,IG-KZ-OSCE,https://cdn.osce.org/sites/default/files/f/documents/3/b/85058.pdf
064c967c-2147-5961-9bec-919fa695ef01,PROVISIONAL,OBSERVED_EVENT,Суд также запретил Соколовой юридическую и общественную деятельность после освобождения.,2011-08-08,2011-08-08,f2d96bce-433e-559a-b187-adacac6238e4,SUPPORTS,2c47a771-1301-55be-a2ab-9b2ef1f82510,barred from performing legal or social activities,18eb28e3682e26881c00f5ad81dbdc60ded9be207f68e3f6b21b2e7da960a980,True,f8c37ae0-cf47-50e7-844e-117d0da2d1e8,2011-08-08,DAY,46258.5,False,c77d2581a452587eecaee70c4ee5956d181d12e681094ad1ae78b8bad632c465,zhanaozen_v4_2011_evidence_captures/D09_36796596_capture.txt,36796596-76fc-5e5c-b702-0627641d54e8,Striking Kazakh Oil Workers' Lawyer Gets Six-Year Jail Term,bec0db84-f828-51e3-a57c-03b36e0655c5,RFE/RL,IG-RFERL,https://www.rferl.org/a/striking_kazakh_oil_workers_lawyer_gets_six_year_jail_term/24290769.html
7bf6c3d8-e010-5b17-b966-2fc73b85ece7,DISPUTED,ACTOR_CLAIM,"Работница ОзенМунайГаза заявила, что около 3000 работников подали заявления о выходе из «Нур Отана».",2011-08-11,2011-08-11,4d82e2dd-6662-52be-a71f-7286e710f383,SUPPORTS,96d71cb0-0dc4-5b1a-8d49-15570528ec26,"nearly 3,000 workers went to the party offices",4969d86ab1ae4b48f08e1ca870b472209e92db13bdf553ac96509cf7d4510e54,True,659b6499-e44f-55d0-bf21-d8bad66f757a,2011-08-11,DAY,46258.5,False,5c4249a35bcd87d8b51e09721f33ede4a269b4bd1e85daac114a498a4111e92b,zhanaozen_v4_2011_evidence_captures/D10_5845d9f9_capture.txt,5845d9f9-4ee1-5a55-bbd8-71a367bc2b88,Striking Kazakh Oil Workers Quit Ruling Party,ba03b386-5a57-5cfc-a08b-f714be45e83b,RFE/RL,IG-RFERL,https://www.rferl.org/a/striking_kazakh_oil_workers_quit_ruling_party/24294248.html
10d94580-3cf3-589c-8559-75cb21dff279,DISPUTED,OFFICIAL_CLAIM,Филиал «Нур Отана» в Жанаозене заявил о 1089 зарегистрированных заявлениях о выходе.,2011-08-11,2011-08-11,ebebd1bc-e415-55a8-8be1-7b156b768bf0,SUPPORTS,2031e3d8-567e-575e-bf6f-b3ddc82f5023,"only 1,089 official applications to quit the party ranks had been registered",b15ed55e4964395305b53a9531d250fb268fabd575daf749642c3be09b492483,True,659b6499-e44f-55d0-bf21-d8bad66f757a,2011-08-11,DAY,46258.5,False,5c4249a35bcd87d8b51e09721f33ede4a269b4bd1e85daac114a498a4111e92b,zhanaozen_v4_2011_evidence_captures/D10_5845d9f9_capture.txt,5845d9f9-4ee1-5a55-bbd8-71a367bc2b88,Striking Kazakh Oil Workers Quit Ruling Party,ba03b386-5a57-5cfc-a08b-f714be45e83b,RFE/RL,IG-RFERL,https://www.rferl.org/a/striking_kazakh_oil_workers_quit_ruling_party/24294248.html
d1f5c61d-2e15-5432-b13f-25701c2eec7f,PROVISIONAL,EXPERT_INTERPRETATION,Eurasianet описал конфликт как спор вокруг оплаты труда и льгот.,2011-08-22,2011-08-22,2b4aa292-a48f-5f0f-8423-2d776c91b4ac,SUPPORTS,92379ee7-4a50-5312-b5a4-4a860bf49e9c,The dispute revolves around workers’ pay and benefits.,94127a6a7dc69ed9bc0c00e30497acf725d27d2959a89c0dacb220013cb2fbb8,True,38577d2a-6cbc-5387-8359-e147891e6614,2011-08-22,DAY,46258.5,False,822dd7488057a52083c9aece395a7d6a80e813d1a3c357418b77f2888bbfa4a4,zhanaozen_v4_2011_evidence_captures/D11_df5dbc73_capture.txt,df5dbc73-ff8c-5d50-98d7-aa18f0ed7222,Kazakhstan: Labor Unrest Denting Astana’s Economic Image,bcb0fbaf-3dff-58c3-a422-b718cd64bc9a,Eurasianet,IG-EURASIANET,https://eurasianet.org/kazakhstan-labor-unrest-denting-astanas-economic-image
a2592518-5346-5ad7-853b-108cca8eaf88,DISPUTED,EXPERT_INTERPRETATION,Eurasianet привёл оценку до 15000 участников забастовок на пике.,2011-08-22,2011-08-22,2070ea88-be42-588c-843b-ec55bf9f2eaa,SUPPORTS,f0f5911a-afe3-5bba-bab9-3f2ead07ba4b,"Strikes by as many as 15,000 workers began in May",587d1cd74b824b44ae4827a54dd4f83a8a4ab1599e435fc68b10b5c4409c4a06,True,38577d2a-6cbc-5387-8359-e147891e6614,2011-08-22,DAY,46258.5,False,822dd7488057a52083c9aece395a7d6a80e813d1a3c357418b77f2888bbfa4a4,zhanaozen_v4_2011_evidence_captures/D11_df5dbc73_capture.txt,df5dbc73-ff8c-5d50-98d7-aa18f0ed7222,Kazakhstan: Labor Unrest Denting Astana’s Economic Image,bcb0fbaf-3dff-58c3-a422-b718cd64bc9a,Eurasianet,IG-EURASIANET,https://eurasianet.org/kazakhstan-labor-unrest-denting-astanas-economic-image
0f18d263-ce86-518e-b82d-3e64fea680b3,PROVISIONAL,OFFICIAL_CLAIM,Аким области призвал уволенных искать работу в других нефтяных компаниях.,2011-09-14,2011-09-14,edff5197-e4fd-5547-b12f-81f308226e14,SUPPORTS,d1fab3bc-488b-561c-a7e1-ebd0b8991a99,he urged them to find new jobs at other oil companies,3db9de1c0fb7a14ae1037a80a88be4a1142fcbcbc9c937a0d27370377ee94c78,True,6ba5958d-d1ed-5917-9c5c-660c188744cf,2011-09-14,DAY,46258.5,False,2626af71f084a925f36c166d3154bb19432cda88ac3ded07bd4cf65a09e131e4,zhanaozen_v4_2011_evidence_captures/D12_151bfbcc_capture.txt,151bfbcc-b275-525c-aa69-758e6dbd7b80,"Tired, Angry, But Determined, Striking Kazakh Oil Workers Say Fight Will Go On",1327709c-bb71-58b7-90ce-f0f38656c201,RFE/RL,IG-RFERL,https://www.rferl.org/a/striking_kazakh_oil_workers_say_fight_will_go_on/24328725.html
483c0c71-c46e-5bd7-9a90-f71921f10e62,PROVISIONAL,OFFICIAL_CLAIM,"Аким области заявил, что восстановление на прежних местах ОзенМунайГаза находится вне его полномочий.",2011-09-14,2011-09-14,02c43fc6-5e9b-5f51-a8b4-62acca54cd14,SUPPORTS,86ab5021-7817-5395-a0fe-ba94da91b416,it was beyond his power to restore their previous posts,d39318102e86b7e4b05606eb0c526c7c9533e630e128f7ffd2192a63da846b85,True,6ba5958d-d1ed-5917-9c5c-660c188744cf,2011-09-14,DAY,46258.5,False,2626af71f084a925f36c166d3154bb19432cda88ac3ded07bd4cf65a09e131e4,zhanaozen_v4_2011_evidence_captures/D12_151bfbcc_capture.txt,151bfbcc-b275-525c-aa69-758e6dbd7b80,"Tired, Angry, But Determined, Striking Kazakh Oil Workers Say Fight Will Go On",1327709c-bb71-58b7-90ce-f0f38656c201,RFE/RL,IG-RFERL,https://www.rferl.org/a/striking_kazakh_oil_workers_say_fight_will_go_on/24328725.html
ddd0115a-c248-5be6-af50-ecc9c3eb26d5,PROVISIONAL,ACTOR_CLAIM,В материале о бастующем работнике зафиксированы требования невыплаченных повышений и улучшения условий труда.,2011-09-18,2011-09-18,4b6e8cd6-dff4-5d12-9092-e86477fee8a4,SUPPORTS,56d19d98-707a-5deb-9472-d355b3835d79,demanding payment of unfulfilled wage hikes and better labor conditions,0f6e3a6f15d8d509f36975eb0e400f93343a910a52a9d44f1d1933c7d61e7828,True,00527651-bbea-5b17-89b0-c79f68fb39f6,2011-09-18,DAY,46258.5,False,e853d18e16a1e105d4b568559855e801f51000d66315140044f1ede73d51d501,zhanaozen_v4_2011_evidence_captures/D13_46609b00_capture.txt,46609b00-8ecc-5239-816f-e28da8ae18f3,'We Don't Have Anything To Eat' -- Desperation and Poverty Growing As Kazakh Strikes Drag On,a31e3834-1227-5f14-acfe-2e43bee2fe47,RFE/RL,IG-RFERL,https://www.rferl.org/a/kazakhstan_oil_workers_strike_desperation_poverty/24331987.html
69a7dd61-50d8-5995-a91c-723b63879fa4,PROVISIONAL,OBSERVED_EVENT,"RFE/RL сообщил, что к середине сентября были уволены сотни бастующих.",2011-09-18,2011-09-18,fa06d394-ec80-52b0-9b12-d54c7d1797eb,SUPPORTS,0b287fd9-bdbb-5ee2-9b49-99277948f554,Hundreds of the strikers have been fired from their posts,f3a0d38067763911f2016b500301499562400f294c06de797b8121e8458a52b1,True,00527651-bbea-5b17-89b0-c79f68fb39f6,2011-09-18,DAY,46258.5,False,e853d18e16a1e105d4b568559855e801f51000d66315140044f1ede73d51d501,zhanaozen_v4_2011_evidence_captures/D13_46609b00_capture.txt,46609b00-8ecc-5239-816f-e28da8ae18f3,'We Don't Have Anything To Eat' -- Desperation and Poverty Growing As Kazakh Strikes Drag On,a31e3834-1227-5f14-acfe-2e43bee2fe47,RFE/RL,IG-RFERL,https://www.rferl.org/a/kazakhstan_oil_workers_strike_desperation_poverty/24331987.html
